5   1.7130    0.3793    0.5566
   0.0174   -0.0135  -21.7567     0.927
   1.0575    0.3132   27.2493     0.000
  -0.1497    1.0437   29.3592     0.079
   0.7050    1.1595  -33.0404     0.432
