chi_square mass posx posy ellipticity position_angle concentration
1.661171e+01  4.219537e+11  3.607220e-01  5.502777e-01  1.931036e-01 -3.116780e+01  7.996860e+01 
1.658792e+01  4.168423e+11  3.636123e-01  5.440487e-01  1.935851e-01 -3.054263e+01  7.984574e+01 
1.849837e+01  4.133714e+11  3.625478e-01  5.497243e-01  1.954622e-01 -3.053168e+01  7.998541e+01 
1.660352e+01  4.167533e+11  3.631468e-01  5.444979e-01  1.954838e-01 -3.039523e+01  8.021677e+01 
1.618049e+01  4.224854e+11  3.626302e-01  5.449554e-01  1.944561e-01 -3.051346e+01  8.018315e+01 
1.796431e+01  4.121622e+11  3.661743e-01  5.469095e-01  1.937484e-01 -3.048787e+01  8.006742e+01 
1.512331e+01  4.184834e+11  3.656492e-01  5.434808e-01  1.929989e-01 -3.075027e+01  7.984477e+01 
1.688978e+01  4.170733e+11  3.669924e-01  5.401523e-01  1.925048e-01 -3.045163e+01  7.992374e+01 
1.699145e+01  4.216002e+11  3.587121e-01  5.478007e-01  1.931767e-01 -3.073025e+01  7.966163e+01 
1.913349e+01  4.258073e+11  3.559692e-01  5.494302e-01  1.950818e-01 -3.118770e+01  7.929742e+01 
1.854963e+01  4.231414e+11  3.564347e-01  5.494368e-01  1.945388e-01 -3.078326e+01  7.939767e+01 
1.844861e+01  4.269567e+11  3.592812e-01  5.553219e-01  1.945294e-01 -3.087665e+01  7.902117e+01 
2.437133e+01  4.372430e+11  3.631150e-01  5.518982e-01  1.928185e-01 -3.143245e+01  7.911735e+01 
2.078556e+01  4.136935e+11  3.709818e-01  5.522867e-01  1.933780e-01 -3.106574e+01  7.909900e+01 
1.537490e+01  4.233999e+11  3.693717e-01  5.541010e-01  1.938327e-01 -3.121476e+01  7.942806e+01 
1.630133e+01  4.176498e+11  3.680128e-01  5.459009e-01  1.946197e-01 -3.116672e+01  7.957012e+01 
1.538355e+01  4.267238e+11  3.670914e-01  5.424230e-01  1.943880e-01 -3.107829e+01  7.873031e+01 
1.817228e+01  4.245920e+11  3.687864e-01  5.394162e-01  1.938626e-01 -3.112849e+01  7.835894e+01 
1.935552e+01  4.234736e+11  3.619156e-01  5.393545e-01  1.935425e-01 -3.083400e+01  7.824688e+01 
1.775085e+01  4.330685e+11  3.653591e-01  5.345249e-01  1.933487e-01 -3.082821e+01  7.817853e+01 
2.316997e+01  4.418544e+11  3.727293e-01  5.339769e-01  1.920591e-01 -3.041623e+01  7.795251e+01 
2.181554e+01  4.406706e+11  3.723577e-01  5.339433e-01  1.932173e-01 -3.044705e+01  7.789408e+01 
1.958328e+01  4.381652e+11  3.732573e-01  5.358657e-01  1.947161e-01 -3.037761e+01  7.772398e+01 
2.133593e+01  4.300287e+11  3.764822e-01  5.346570e-01  1.932379e-01 -3.068991e+01  7.771149e+01 
2.193159e+01  4.384248e+11  3.752300e-01  5.320909e-01  1.944892e-01 -3.059228e+01  7.759241e+01 
2.278260e+01  4.431277e+11  3.771247e-01  5.362357e-01  1.961168e-01 -3.091650e+01  7.750126e+01 
1.811833e+01  4.375203e+11  3.723880e-01  5.385622e-01  1.947754e-01 -3.118348e+01  7.737489e+01 
1.555354e+01  4.355030e+11  3.755465e-01  5.470239e-01  1.953605e-01 -3.089499e+01  7.734646e+01 
1.932388e+01  4.423153e+11  3.759441e-01  5.442221e-01  1.949610e-01 -3.115598e+01  7.742530e+01 
1.715332e+01  4.430610e+11  3.787094e-01  5.504389e-01  1.939868e-01 -3.072700e+01  7.684986e+01 
1.674771e+01  4.387600e+11  3.757917e-01  5.482132e-01  1.945477e-01 -3.114973e+01  7.648123e+01 
1.879831e+01  4.455886e+11  3.782859e-01  5.503789e-01  1.951816e-01 -3.121638e+01  7.650288e+01 
2.243361e+01  4.477392e+11  3.786424e-01  5.502690e-01  1.956728e-01 -3.130958e+01  7.686705e+01 
2.240053e+01  4.523807e+11  3.738275e-01  5.449946e-01  1.966611e-01 -3.135535e+01  7.635244e+01 
2.629119e+01  4.541122e+11  3.687046e-01  5.437473e-01  1.973415e-01 -3.133308e+01  7.682329e+01 
2.098344e+01  4.530287e+11  3.634628e-01  5.453594e-01  1.978802e-01 -3.093312e+01  7.647591e+01 
2.148180e+01  4.339478e+11  3.655150e-01  5.382183e-01  1.969506e-01 -3.096146e+01  7.618165e+01 
1.614251e+01  4.457718e+11  3.700311e-01  5.397768e-01  1.961352e-01 -3.066387e+01  7.600287e+01 
1.994562e+01  4.385260e+11  3.682674e-01  5.354159e-01  1.961536e-01 -3.054654e+01  7.604378e+01 
2.187868e+01  4.487983e+11  3.730234e-01  5.343845e-01  1.980084e-01 -3.009789e+01  7.595164e+01 
1.940620e+01  4.437168e+11  3.705048e-01  5.386369e-01  1.974577e-01 -3.005523e+01  7.622477e+01 
2.230412e+01  4.337631e+11  3.694784e-01  5.405485e-01  1.980881e-01 -3.027342e+01  7.614623e+01 
1.700756e+01  4.448633e+11  3.714428e-01  5.421047e-01  1.978307e-01 -3.030459e+01  7.628638e+01 
1.578497e+01  4.437410e+11  3.741768e-01  5.536168e-01  1.984375e-01 -3.079857e+01  7.620906e+01 
1.579774e+01  4.440227e+11  3.720844e-01  5.433205e-01  1.987668e-01 -3.090953e+01  7.620724e+01 
1.798484e+01  4.402550e+11  3.805500e-01  5.484739e-01  1.980566e-01 -3.062050e+01  7.633834e+01 
1.821561e+01  4.402383e+11  3.810708e-01  5.534593e-01  1.967304e-01 -3.051237e+01  7.619211e+01 
1.868956e+01  4.376815e+11  3.766976e-01  5.523800e-01  1.962472e-01 -3.017385e+01  7.629152e+01 
1.685251e+01  4.451651e+11  3.701400e-01  5.474572e-01  1.969345e-01 -3.028301e+01  7.649606e+01 
1.686242e+01  4.364683e+11  3.657080e-01  5.470302e-01  1.976480e-01 -3.038350e+01  7.665269e+01 
1.600478e+01  4.347040e+11  3.701598e-01  5.463263e-01  1.988656e-01 -3.063628e+01  7.681292e+01 
1.927359e+01  4.331254e+11  3.725174e-01  5.477071e-01  1.990578e-01 -3.021334e+01  7.664895e+01 
1.800647e+01  4.429433e+11  3.706795e-01  5.445270e-01  1.990423e-01 -3.011262e+01  7.596058e+01 
1.945377e+01  4.390971e+11  3.710498e-01  5.406420e-01  1.982040e-01 -3.039224e+01  7.577469e+01 
1.784407e+01  4.498217e+11  3.671804e-01  5.406448e-01  2.003036e-01 -3.027120e+01  7.581806e+01 
2.053918e+01  4.374698e+11  3.679002e-01  5.414284e-01  2.005205e-01 -3.017053e+01  7.601480e+01 
1.798976e+01  4.482759e+11  3.685029e-01  5.433901e-01  1.999675e-01 -3.011977e+01  7.552158e+01 
1.784338e+01  4.403966e+11  3.756810e-01  5.519671e-01  1.995936e-01 -3.040475e+01  7.583463e+01 
1.700406e+01  4.512209e+11  3.682460e-01  5.462643e-01  1.992990e-01 -3.033880e+01  7.563027e+01 
1.926128e+01  4.495976e+11  3.653780e-01  5.320956e-01  1.976565e-01 -3.078581e+01  7.583002e+01 
1.860499e+01  4.409974e+11  3.621832e-01  5.354076e-01  1.962011e-01 -3.070305e+01  7.607277e+01 
1.846031e+01  4.394992e+11  3.647035e-01  5.374293e-01  1.946015e-01 -3.038996e+01  7.625517e+01 
