5   1.7130    0.3817    0.5638
   0.0196   -0.0108  -26.5905     0.744
   1.0518    0.3104   32.5307     0.000
   0.3767    0.5577    0.0521     3.971
  -0.1538    1.0380   34.6428     0.057
   0.7123    1.1655  -38.7708     0.370
