## position and flux
1 4 1.713 0
1.066 0.323 0.8 0.01 0.04 0.0 0.0 0
0. 0. 0.52 0.01 0.04 0.0 0.0 0
0.721 1.159 1.0 0.01 0.03 0.0 0.0 0 
-0.157 1.021 0.936 0.01 0.04 0.0 0.0 0
