chi_square velocity_dispersion posx posy ellipticity position_angle
1.379228e+01  1.793949e+02  3.736810e-01  5.500028e-01  1.318735e-01 -3.080142e+01 
1.537820e+01  1.795381e+02  3.730698e-01  5.493486e-01  1.318682e-01 -3.127244e+01 
1.439109e+01  1.795510e+02  3.777936e-01  5.507989e-01  1.322133e-01 -3.107634e+01 
1.400903e+01  1.797590e+02  3.766048e-01  5.540848e-01  1.328284e-01 -3.110476e+01 
1.560369e+01  1.799915e+02  3.751393e-01  5.588214e-01  1.302382e-01 -3.131807e+01 
1.420235e+01  1.791200e+02  3.782856e-01  5.502857e-01  1.302480e-01 -3.086332e+01 
1.486381e+01  1.792205e+02  3.779237e-01  5.478240e-01  1.311424e-01 -3.079210e+01 
1.802828e+01  1.791657e+02  3.755804e-01  5.413718e-01  1.331139e-01 -3.085160e+01 
1.759320e+01  1.789283e+02  3.776571e-01  5.439789e-01  1.323681e-01 -3.100420e+01 
1.663269e+01  1.790626e+02  3.854040e-01  5.495952e-01  1.324204e-01 -3.065719e+01 
1.533827e+01  1.793321e+02  3.812229e-01  5.497034e-01  1.328752e-01 -3.042583e+01 
1.742315e+01  1.792240e+02  3.768849e-01  5.426259e-01  1.305869e-01 -3.080730e+01 
1.635482e+01  1.795466e+02  3.749013e-01  5.440546e-01  1.294632e-01 -3.067794e+01 
1.650920e+01  1.789910e+02  3.667560e-01  5.495556e-01  1.288865e-01 -3.056330e+01 
1.732950e+01  1.798245e+02  3.679457e-01  5.461145e-01  1.297725e-01 -3.044606e+01 
1.784055e+01  1.797477e+02  3.673164e-01  5.465012e-01  1.296785e-01 -3.034532e+01 
1.917018e+01  1.790415e+02  3.716910e-01  5.425105e-01  1.274845e-01 -3.031844e+01 
2.034925e+01  1.805615e+02  3.754798e-01  5.461014e-01  1.267696e-01 -3.023498e+01 
2.275466e+01  1.778782e+02  3.800889e-01  5.447495e-01  1.270618e-01 -3.060528e+01 
1.818422e+01  1.789320e+02  3.805971e-01  5.461850e-01  1.261515e-01 -3.024871e+01 
1.979335e+01  1.801485e+02  3.822891e-01  5.491133e-01  1.247740e-01 -3.004494e+01 
1.472057e+01  1.789142e+02  3.835926e-01  5.586387e-01  1.232491e-01 -3.040915e+01 
1.742699e+01  1.788784e+02  3.855508e-01  5.599104e-01  1.239608e-01 -3.005605e+01 
1.602323e+01  1.782685e+02  3.826222e-01  5.601010e-01  1.240504e-01 -3.055517e+01 
1.783835e+01  1.804825e+02  3.831983e-01  5.620477e-01  1.243214e-01 -3.074047e+01 
1.392365e+01  1.794082e+02  3.834508e-01  5.608970e-01  1.234341e-01 -3.085778e+01 
1.428628e+01  1.795640e+02  3.781917e-01  5.645032e-01  1.225305e-01 -3.103986e+01 
1.587782e+01  1.791800e+02  3.662614e-01  5.596726e-01  1.220435e-01 -3.073101e+01 
2.441762e+01  1.774563e+02  3.667414e-01  5.642590e-01  1.215293e-01 -3.084339e+01 
1.774008e+01  1.806559e+02  3.723596e-01  5.572484e-01  1.240722e-01 -3.086572e+01 
1.751753e+01  1.804342e+02  3.731440e-01  5.486209e-01  1.234113e-01 -3.101325e+01 
