4   1.7130    0.3840    0.5666
   0.0197   -0.0108   -8.1064     1.465
   1.0519    0.3104   11.1256     0.000
  -0.1539    1.0379   11.8173     0.115
   0.7121    1.1654  -12.0362     0.737
