4   1.7130    0.3824    0.5604
   0.0152   -0.0164   -8.1476     1.491
   1.0546    0.3150   11.3416     0.000
  -0.1463    1.0422   12.1939     0.132
   0.7068    1.1624  -12.5874     0.705
