4   1.7130    0.4007    0.5336
   0.0203   -0.0323   -6.7429     1.955
   1.0894    0.3388   10.3742     0.000
  -0.0736    1.0685   12.1378     0.266
   0.6970    1.1481  -12.9674     0.696
