2.350000e-01 -1.800000e-01 3.418026e-01 4.997859e-01 2.300000e-01 -1.750000e-01 3.425256e-01 5.036592e-01
2.350000e-01 -1.800000e-01 3.418026e-01 4.997859e-01 2.450000e-01 -1.800000e-01 3.421792e-01 5.015482e-01
2.450000e-01 -1.800000e-01 3.421792e-01 5.015482e-01 2.550000e-01 -1.800000e-01 3.425014e-01 5.031880e-01
2.550000e-01 -1.800000e-01 3.425014e-01 5.031880e-01 2.650000e-01 -1.800000e-01 3.427743e-01 5.047029e-01
2.650000e-01 -1.800000e-01 3.427743e-01 5.047029e-01 2.750000e-01 -1.800000e-01 3.430031e-01 5.060908e-01
2.750000e-01 -1.800000e-01 3.430031e-01 5.060908e-01 2.850000e-01 -1.800000e-01 3.431934e-01 5.073497e-01
2.850000e-01 -1.800000e-01 3.431934e-01 5.073497e-01 2.950000e-01 -1.800000e-01 3.433505e-01 5.084781e-01
2.950000e-01 -1.800000e-01 3.433505e-01 5.084781e-01 3.050000e-01 -1.800000e-01 3.434801e-01 5.094743e-01
3.050000e-01 -1.800000e-01 3.434801e-01 5.094743e-01 3.150000e-01 -1.800000e-01 3.435878e-01 5.103374e-01
3.150000e-01 -1.800000e-01 3.435878e-01 5.103374e-01 3.250000e-01 -1.800000e-01 3.436795e-01 5.110660e-01
3.250000e-01 -1.800000e-01 3.436795e-01 5.110660e-01 3.350000e-01 -1.800000e-01 3.437609e-01 5.116596e-01
3.350000e-01 -1.800000e-01 3.437609e-01 5.116596e-01 3.450000e-01 -1.800000e-01 3.438377e-01 5.121175e-01
3.450000e-01 -1.800000e-01 3.438377e-01 5.121175e-01 3.500000e-01 -1.750000e-01 3.440378e-01 5.172730e-01
1.650000e-01 -1.700000e-01 3.398684e-01 4.934887e-01 1.600000e-01 -1.650000e-01 3.407818e-01 4.967336e-01
1.650000e-01 -1.700000e-01 3.398684e-01 4.934887e-01 1.750000e-01 -1.700000e-01 3.406550e-01 4.960953e-01
1.750000e-01 -1.700000e-01 3.406550e-01 4.960953e-01 1.850000e-01 -1.700000e-01 3.413525e-01 4.985978e-01
1.850000e-01 -1.700000e-01 3.413525e-01 4.985978e-01 1.950000e-01 -1.700000e-01 3.419648e-01 5.009929e-01
1.950000e-01 -1.700000e-01 3.419648e-01 5.009929e-01 2.050000e-01 -1.700000e-01 3.424961e-01 5.032770e-01
2.050000e-01 -1.700000e-01 3.424961e-01 5.032770e-01 2.150000e-01 -1.700000e-01 3.429509e-01 5.054471e-01
2.150000e-01 -1.700000e-01 3.429509e-01 5.054471e-01 2.250000e-01 -1.700000e-01 3.433338e-01 5.074999e-01
2.300000e-01 -1.750000e-01 3.425256e-01 5.036592e-01 2.250000e-01 -1.700000e-01 3.433338e-01 5.074999e-01
3.500000e-01 -1.750000e-01 3.440378e-01 5.172730e-01 3.550000e-01 -1.700000e-01 3.441733e-01 5.224328e-01
3.550000e-01 -1.700000e-01 3.441733e-01 5.224328e-01 3.650000e-01 -1.700000e-01 3.441208e-01 5.226237e-01
3.650000e-01 -1.700000e-01 3.441208e-01 5.226237e-01 3.750000e-01 -1.700000e-01 3.440815e-01 5.226751e-01
3.750000e-01 -1.700000e-01 3.440815e-01 5.226751e-01 3.850000e-01 -1.700000e-01 3.440614e-01 5.225872e-01
3.850000e-01 -1.700000e-01 3.440614e-01 5.225872e-01 3.950000e-01 -1.700000e-01 3.440665e-01 5.223606e-01
3.950000e-01 -1.700000e-01 3.440665e-01 5.223606e-01 4.050000e-01 -1.700000e-01 3.441026e-01 5.219965e-01
4.050000e-01 -1.700000e-01 3.441026e-01 5.219965e-01 4.150000e-01 -1.700000e-01 3.441756e-01 5.214957e-01
