chi_square velocity_dispersion posx posy ellipticity position_angle
2.526946e+01  1.793949e+02  3.736810e-01  5.500028e-01  1.318735e-01 -3.080142e+01 
2.664625e+01  1.795381e+02  3.730698e-01  5.493486e-01  1.318682e-01 -3.127244e+01 
2.636351e+01  1.795510e+02  3.777936e-01  5.507989e-01  1.322133e-01 -3.107634e+01 
2.687018e+01  1.797590e+02  3.766048e-01  5.540848e-01  1.328284e-01 -3.110476e+01 
2.967866e+01  1.799915e+02  3.751393e-01  5.588214e-01  1.302382e-01 -3.131807e+01 
2.993990e+01  1.793812e+02  3.690656e-01  5.580855e-01  1.310172e-01 -3.150347e+01 
2.757438e+01  1.785097e+02  3.722118e-01  5.495497e-01  1.310270e-01 -3.104873e+01 
2.729102e+01  1.786102e+02  3.718500e-01  5.470880e-01  1.319214e-01 -3.097750e+01 
2.976891e+01  1.785554e+02  3.695066e-01  5.406358e-01  1.338929e-01 -3.103701e+01 
3.042213e+01  1.783180e+02  3.715833e-01  5.432429e-01  1.331472e-01 -3.118961e+01 
2.829044e+01  1.784522e+02  3.793303e-01  5.488592e-01  1.331994e-01 -3.084259e+01 
2.787489e+01  1.803574e+02  3.757106e-01  5.514611e-01  1.329340e-01 -3.074812e+01 
2.883750e+01  1.805084e+02  3.757430e-01  5.466626e-01  1.332244e-01 -3.056297e+01 
3.126668e+01  1.807779e+02  3.715618e-01  5.467709e-01  1.336792e-01 -3.033162e+01 
3.114199e+01  1.806699e+02  3.672239e-01  5.396933e-01  1.313909e-01 -3.071309e+01 
2.836873e+01  1.795912e+02  3.673203e-01  5.407747e-01  1.319162e-01 -3.045437e+01 
2.906159e+01  1.788740e+02  3.692954e-01  5.389553e-01  1.323456e-01 -3.085606e+01 
2.963973e+01  1.797076e+02  3.704852e-01  5.355142e-01  1.332316e-01 -3.073882e+01 
2.951931e+01  1.796307e+02  3.698559e-01  5.359009e-01  1.331376e-01 -3.063808e+01 
3.393800e+01  1.789245e+02  3.742304e-01  5.319102e-01  1.309436e-01 -3.061120e+01 
3.318225e+01  1.804445e+02  3.780192e-01  5.355011e-01  1.302287e-01 -3.052774e+01 
