4   1.7130    0.3824    0.5604
   0.0040   -0.0079   -9.4860     1.180
   1.0115    0.2195   10.8319     0.000
  -0.2148    0.9545   11.9039     0.199
   0.6998    1.1649  -10.4505     1.004
