4   1.7130    0.3824    0.5604
  -0.0045   -0.0067  -11.9338     0.982
   1.0124    0.2274   13.2539     0.000
  -0.2072    0.9605   14.9429     0.198
   0.6931    1.1726  -13.4635     0.806
