4   1.7130    0.3776    0.5092
   0.0556   -0.0221   -7.4020     1.849
   1.0357    0.3523   11.3881     0.000
  -0.0969    0.9876   13.3241     0.257
   0.6223    1.0902  -14.2349     0.671
