4   1.7130    0.3833    0.5660
   0.0195   -0.0109  -10.3322     1.259
   1.0517    0.3105   13.8466     0.000
  -0.1538    1.0380   14.7071     0.098
   0.7122    1.1654  -15.3272     0.630
