chi_square posx posy ellipticity position_angle einstein_radius power_index
1.402456e+01  3.729530e-01  5.491657e-01  1.060932e-01 -3.080018e+01  7.010413e-01  1.849201e+00 
1.499933e+01  3.672154e-01  5.517211e-01  1.054227e-01 -3.081331e+01  6.983132e-01  1.849749e+00 
1.623288e+01  3.702847e-01  5.454675e-01  1.056536e-01 -3.090451e+01  6.972385e-01  1.836241e+00 
1.816903e+01  3.693592e-01  5.441369e-01  1.067887e-01 -3.034139e+01  6.974941e-01  1.845553e+00 
1.875429e+01  3.670853e-01  5.541386e-01  1.083445e-01 -3.008037e+01  6.984336e-01  1.819105e+00 
2.068116e+01  3.595108e-01  5.542543e-01  1.070680e-01 -3.054287e+01  6.958682e-01  1.836431e+00 
2.172892e+01  3.589962e-01  5.574380e-01  1.069842e-01 -3.044985e+01  7.052185e-01  1.837922e+00 
1.864636e+01  3.634185e-01  5.557246e-01  1.072085e-01 -3.038158e+01  7.048733e-01  1.876174e+00 
1.775292e+01  3.721246e-01  5.494713e-01  1.068506e-01 -3.006405e+01  6.985389e-01  1.886582e+00 
1.739529e+01  3.730265e-01  5.502201e-01  1.058053e-01 -3.005756e+01  7.017227e-01  1.902005e+00 
1.610900e+01  3.685314e-01  5.523760e-01  1.061622e-01 -3.037416e+01  6.983104e-01  1.898852e+00 
1.542465e+01  3.700600e-01  5.517302e-01  1.062537e-01 -3.068248e+01  6.955518e-01  1.896610e+00 
1.693688e+01  3.651171e-01  5.571212e-01  1.047884e-01 -3.080292e+01  7.061319e-01  1.896922e+00 
1.452815e+01  3.755241e-01  5.646585e-01  1.046750e-01 -3.100238e+01  7.033430e-01  1.906798e+00 
1.478233e+01  3.772098e-01  5.640021e-01  1.039892e-01 -3.122722e+01  6.972203e-01  1.891954e+00 
1.667377e+01  3.768337e-01  5.656811e-01  1.033235e-01 -3.137546e+01  7.041886e-01  1.897219e+00 
1.416029e+01  3.780409e-01  5.553307e-01  1.048532e-01 -3.117389e+01  6.976874e-01  1.879745e+00 
1.510163e+01  3.766209e-01  5.531807e-01  1.061616e-01 -3.111796e+01  6.952020e-01  1.922937e+00 
2.114945e+01  3.835537e-01  5.425791e-01  1.059735e-01 -3.094233e+01  6.960914e-01  1.928679e+00 
2.068217e+01  3.828428e-01  5.431610e-01  1.059749e-01 -3.110524e+01  7.055285e-01  1.935363e+00 
1.971496e+01  3.772981e-01  5.427324e-01  1.063694e-01 -3.093211e+01  7.074811e-01  1.952442e+00 
1.665461e+01  3.783155e-01  5.462906e-01  1.075464e-01 -3.093491e+01  7.053020e-01  1.927342e+00 
1.403045e+01  3.752625e-01  5.522530e-01  1.084095e-01 -3.110713e+01  6.986673e-01  1.897568e+00 
1.711871e+01  3.716484e-01  5.492183e-01  1.099368e-01 -3.149668e+01  7.029319e-01  1.903759e+00 
1.664145e+01  3.707423e-01  5.501414e-01  1.104216e-01 -3.143398e+01  6.977807e-01  1.867867e+00 
1.803413e+01  3.785527e-01  5.471368e-01  1.103601e-01 -3.140324e+01  6.981641e-01  1.883615e+00 
1.679632e+01  3.744512e-01  5.429495e-01  1.109422e-01 -3.073028e+01  7.044193e-01  1.879658e+00 
1.666184e+01  3.747317e-01  5.458272e-01  1.123459e-01 -3.061177e+01  6.955152e-01  1.880177e+00 
1.757149e+01  3.806917e-01  5.444086e-01  1.140702e-01 -3.064538e+01  7.051237e-01  1.886395e+00 
1.472787e+01  3.814524e-01  5.528136e-01  1.142831e-01 -3.040596e+01  7.004798e-01  1.901717e+00 
1.398878e+01  3.831045e-01  5.593323e-01  1.133132e-01 -3.072956e+01  7.002668e-01  1.898652e+00 
1.717185e+01  3.738718e-01  5.572139e-01  1.125406e-01 -3.012566e+01  7.060879e-01  1.927780e+00 
1.721904e+01  3.682873e-01  5.613002e-01  1.135638e-01 -3.027063e+01  7.009821e-01  1.944157e+00 
1.995440e+01  3.667539e-01  5.596015e-01  1.119237e-01 -3.003454e+01  7.021029e-01  1.953627e+00 
1.812006e+01  3.691737e-01  5.584498e-01  1.112282e-01 -3.010406e+01  7.041663e-01  1.897639e+00 
1.414262e+01  3.705056e-01  5.540158e-01  1.140488e-01 -3.055167e+01  7.022019e-01  1.875092e+00 
1.404629e+01  3.733765e-01  5.574560e-01  1.129845e-01 -3.045683e+01  6.996763e-01  1.873314e+00 
1.427603e+01  3.728080e-01  5.595747e-01  1.123832e-01 -3.061444e+01  6.985051e-01  1.848556e+00 
1.464998e+01  3.725098e-01  5.509863e-01  1.123708e-01 -3.071045e+01  7.053765e-01  1.841085e+00 
1.451303e+01  3.750684e-01  5.552906e-01  1.114049e-01 -3.076859e+01  7.055116e-01  1.836528e+00 
1.613140e+01  3.784452e-01  5.502160e-01  1.113455e-01 -3.060650e+01  7.073287e-01  1.848144e+00 
1.721181e+01  3.781296e-01  5.497515e-01  1.113388e-01 -3.025904e+01  7.066096e-01  1.844249e+00 
1.464442e+01  3.763305e-01  5.594171e-01  1.109181e-01 -3.086062e+01  7.060674e-01  1.871494e+00 
