4   1.7130    0.3806    0.5584
   0.0166   -0.0145  -11.1745     1.301
   1.0568    0.3140   15.2156     0.000
  -0.1488    1.0437   16.3418     0.112
   0.7051    1.1595  -17.3515     0.607
