chi_square posx posy ellipticity position_angle einstein_radius power_index
1.916636e+01  3.807532e-01  5.717567e-01  1.104911e-01 -3.067144e+01  7.001393e-01  2.320130e+00 
1.945705e+01  3.801703e-01  5.668006e-01  1.100829e-01 -3.101360e+01  6.934754e-01  2.322803e+00 
1.981904e+01  3.768820e-01  5.706289e-01  1.101985e-01 -3.110276e+01  6.980757e-01  2.335106e+00 
1.875963e+01  3.799513e-01  5.643753e-01  1.104293e-01 -3.119396e+01  6.970009e-01  2.321598e+00 
1.831619e+01  3.790258e-01  5.630447e-01  1.115644e-01 -3.063084e+01  6.972565e-01  2.330910e+00 
1.924272e+01  3.817636e-01  5.565774e-01  1.115487e-01 -3.084418e+01  6.982227e-01  2.344095e+00 
1.808949e+01  3.794897e-01  5.665792e-01  1.131045e-01 -3.058316e+01  6.991623e-01  2.317646e+00 
1.850275e+01  3.839120e-01  5.648658e-01  1.133288e-01 -3.051489e+01  6.988171e-01  2.355899e+00 
1.914621e+01  3.848139e-01  5.656145e-01  1.122835e-01 -3.050839e+01  7.020009e-01  2.371322e+00 
1.856587e+01  3.803188e-01  5.677705e-01  1.126404e-01 -3.082499e+01  6.985886e-01  2.368168e+00 
1.939460e+01  3.818474e-01  5.671246e-01  1.127319e-01 -3.113332e+01  6.958300e-01  2.365927e+00 
2.050829e+01  3.814713e-01  5.688036e-01  1.120663e-01 -3.128156e+01  7.027984e-01  2.371192e+00 
1.971509e+01  3.826785e-01  5.584532e-01  1.135959e-01 -3.107998e+01  6.962972e-01  2.353718e+00 
2.636898e+01  3.896113e-01  5.478516e-01  1.134079e-01 -3.090435e+01  6.971866e-01  2.359460e+00 
2.727458e+01  3.889004e-01  5.484335e-01  1.134093e-01 -3.106726e+01  7.066236e-01  2.366144e+00 
2.677608e+01  3.833557e-01  5.480049e-01  1.138038e-01 -3.089413e+01  7.085762e-01  2.383223e+00 
2.310289e+01  3.843731e-01  5.515631e-01  1.149808e-01 -3.089693e+01  7.063971e-01  2.358123e+00 
1.875496e+01  3.813202e-01  5.575255e-01  1.158439e-01 -3.106916e+01  6.997625e-01  2.328348e+00 
2.251039e+01  3.777060e-01  5.544908e-01  1.173712e-01 -3.145870e+01  7.040270e-01  2.334540e+00 
2.059124e+01  3.768000e-01  5.554139e-01  1.178559e-01 -3.139601e+01  6.988759e-01  2.298647e+00 
2.257706e+01  3.846104e-01  5.524093e-01  1.177944e-01 -3.136527e+01  6.992593e-01  2.314396e+00 
2.277260e+01  3.805089e-01  5.482220e-01  1.183766e-01 -3.069230e+01  7.055144e-01  2.310438e+00 
2.108922e+01  3.807893e-01  5.510997e-01  1.197803e-01 -3.057379e+01  6.966103e-01  2.310957e+00 
2.136195e+01  3.815500e-01  5.595047e-01  1.199931e-01 -3.033436e+01  6.919664e-01  2.326279e+00 
1.982412e+01  3.832020e-01  5.660234e-01  1.190233e-01 -3.065797e+01  6.917534e-01  2.323214e+00 
2.070676e+01  3.846975e-01  5.630251e-01  1.192235e-01 -3.080464e+01  6.899831e-01  2.293955e+00 
2.085300e+01  3.812286e-01  5.625928e-01  1.196747e-01 -3.135329e+01  6.929732e-01  2.323544e+00 
2.000358e+01  3.719959e-01  5.604744e-01  1.189021e-01 -3.074939e+01  6.987943e-01  2.352672e+00 
2.182819e+01  3.704625e-01  5.587757e-01  1.172621e-01 -3.051331e+01  6.999151e-01  2.362142e+00 
1.964703e+01  3.728823e-01  5.576239e-01  1.165665e-01 -3.058282e+01  7.019785e-01  2.306155e+00 
1.955862e+01  3.742142e-01  5.531900e-01  1.193871e-01 -3.103044e+01  7.000141e-01  2.283607e+00 
1.813228e+01  3.770851e-01  5.566301e-01  1.183228e-01 -3.093559e+01  6.974885e-01  2.281829e+00 
1.795726e+01  3.765166e-01  5.587489e-01  1.177215e-01 -3.109321e+01  6.963173e-01  2.257071e+00 
1.928008e+01  3.711296e-01  5.674738e-01  1.173754e-01 -3.116955e+01  7.015368e-01  2.235337e+00 
2.036786e+01  3.699938e-01  5.624948e-01  1.179688e-01 -3.092045e+01  6.928726e-01  2.228194e+00 
1.931370e+01  3.696956e-01  5.539064e-01  1.179564e-01 -3.101646e+01  6.997439e-01  2.220724e+00 
1.755939e+01  3.722542e-01  5.582107e-01  1.169905e-01 -3.107460e+01  6.998790e-01  2.216167e+00 
1.802272e+01  3.756311e-01  5.531361e-01  1.169311e-01 -3.091251e+01  7.016961e-01  2.227783e+00 
1.768533e+01  3.801231e-01  5.604299e-01  1.199340e-01 -3.079300e+01  7.068365e-01  2.229712e+00 
1.802125e+01  3.798075e-01  5.599654e-01  1.199273e-01 -3.044554e+01  7.061174e-01  2.225816e+00 
1.599389e+01  3.776377e-01  5.639965e-01  1.196855e-01 -3.088899e+01  6.988303e-01  2.224984e+00 
